,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_parasanguinis_clade_411,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_NA,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_veroralis,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_sp._HMT_180,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Rothia_aeria,Bacteria_Firmicutes_Bacilli_Bacillales_Gemellaceae_Gemella_morbillorum,Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_rogosae,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_defectiva,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnoanaerobaculum_umeaense,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnospiraceae_[G-2]_bacterium_HMT_096,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_oralis,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_nigrescens,Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Corynebacteriaceae_Corynebacterium_durum,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_leadbetteri,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_cinerea,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_granulosa,Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_iners,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_intermedia,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_tannerae
SRR6752619,309,0,223,115,40,88,0,29,35,7,0,10,44,11,204,19,0,0,0
SRR6752614,113,35,210,0,0,50,0,29,18,11,0,9,0,0,0,6,0,0,0
SRR6752615,121,138,18,0,369,958,0,0,0,0,120,3,17,0,0,25,0,0,0
SRR6752616,3139,0,161,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752617,368,19,176,179,76,40,0,62,0,24,76,43,14,0,0,56,0,0,0
SRR6752610,372,286,32,167,107,58,58,35,29,0,19,60,9,10,0,0,0,0,0
SRR6752611,695,0,490,0,0,131,0,77,0,0,0,14,19,0,0,8,0,0,0
SRR6752612,227,0,146,118,130,837,0,78,9,83,50,0,8,0,0,9,0,0,0
SRR6752613,360,0,0,113,0,17,0,0,0,0,0,0,38,3,0,0,0,0,0
SRR6752422,51,0,109,168,70,25,0,0,0,10,36,146,58,15,0,29,0,0,103
SRR6752421,938,264,56,82,0,0,0,0,0,36,38,0,19,39,0,0,0,0,0
SRR6752416,1215,45,44,0,0,0,0,0,0,0,0,0,8,67,0,91,0,0,0
SRR6752415,91,99,27,26,48,158,0,29,4,0,217,6,13,12,0,12,0,0,16
SRR6752414,801,45,379,153,80,0,0,0,0,20,172,52,29,16,0,0,0,0,0
SRR6752413,2003,0,2173,0,0,39,0,0,0,12,0,0,0,0,0,0,0,0,0
SRR6752420,548,0,135,680,0,0,0,0,0,30,0,5,7,0,0,0,0,71,0
SRR6752419,149,946,225,483,0,14,146,0,241,30,0,6,0,0,0,0,0,0,0
SRR6752418,515,0,732,240,164,0,0,0,7,0,0,0,2,0,0,0,0,0,0
SRR6752417,268,398,117,621,47,0,0,0,18,0,18,0,11,0,0,0,0,0,17
SRR6752555,974,0,1442,80,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752554,1134,0,376,0,75,0,0,0,0,41,0,30,0,0,0,0,0,0,12
SRR6752546,227,0,1007,120,0,79,0,0,54,304,0,0,7,35,0,70,0,0,0
SRR6752545,157,0,106,192,118,12,0,219,0,0,254,13,0,0,0,0,0,50,0
SRR6752548,618,0,278,191,27,17,0,14,0,27,0,4,25,0,0,8,0,0,3
SRR6752547,90,0,24,107,162,193,0,214,26,15,0,0,18,8,0,0,0,0,0
SRR6752550,336,0,111,725,0,11,0,0,21,12,0,0,20,0,0,0,0,2,6
SRR6752549,90,414,199,231,0,20,178,0,0,0,0,9,26,22,0,0,0,0,0
SRR6752552,279,0,0,109,35,0,63,0,7,0,0,5,11,0,0,0,0,0,0
SRR6752551,68,0,12,0,461,30,0,32,0,0,0,0,0,38,0,43,0,0,0
SRR6752727,700,0,246,185,130,0,0,7,0,0,0,0,27,0,0,0,0,0,0
SRR6752728,1382,0,1120,464,0,7,0,0,0,14,0,13,0,0,0,9,0,0,7
SRR6752721,57,227,0,70,41,150,102,87,16,76,46,7,0,76,0,25,0,0,0
SRR6752722,539,57,163,679,0,45,0,16,77,0,0,21,30,49,0,0,0,0,0
SRR6752719,66,1871,42,150,159,70,162,0,19,0,0,13,14,144,0,124,0,0,0
SRR6752720,1454,23,148,116,0,83,0,18,0,0,0,0,17,0,0,0,0,0,0
SRR6752725,611,181,120,190,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0
SRR6752726,176,0,21,182,0,20,0,0,25,4,0,0,0,0,0,0,0,0,0
SRR6752723,209,19,0,67,104,24,0,14,0,0,0,0,3,0,0,0,0,0,0
SRR6752724,1061,0,218,241,0,9,0,110,0,0,0,0,0,0,0,15,0,0,0
SRR6752436,2134,0,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752435,118,240,0,233,42,27,0,15,185,14,0,8,26,17,0,13,0,0,0
SRR6752450,371,180,80,291,401,98,0,30,10,83,0,23,34,0,71,23,0,0,10
SRR6752449,533,50,98,125,48,15,20,26,13,47,0,0,0,0,0,0,0,0,2
SRR6752448,507,0,177,437,0,0,151,0,0,8,0,26,0,0,0,2,0,0,6
SRR6752447,0,147,103,172,63,65,0,24,21,3,0,0,41,8,0,0,0,0,0
SRR6752446,367,0,529,441,28,29,0,25,28,58,44,25,0,0,0,0,0,0,20
SRR6752445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752125,252,0,434,75,35,51,0,84,0,12,46,120,0,38,30,0,0,0,20
SRR6752443,203,0,32,80,219,88,0,14,2,0,0,96,4,15,0,12,0,0,34
SRR6752637,453,0,0,262,50,224,157,22,88,0,0,46,11,49,0,31,0,0,11
SRR6752638,438,67,427,108,23,60,0,61,17,77,0,10,0,8,0,32,0,0,0
SRR6752623,274,0,0,262,0,0,213,0,17,0,0,0,0,5,0,0,0,0,0
SRR6752624,494,0,41,207,73,4,89,48,64,0,0,50,7,18,0,0,0,0,0
SRR6752625,364,304,107,42,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0
SRR6752626,0,0,0,47,129,127,0,130,8,0,96,2,63,67,0,18,0,0,0
SRR6752627,1201,0,196,559,0,125,118,0,18,0,0,0,0,0,0,0,0,0,0
SRR6752628,185,0,46,0,83,91,0,16,0,0,17,0,0,0,0,0,0,0,0
SRR6752629,655,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752161,918,0,461,294,0,2,0,0,0,0,0,25,0,0,0,23,0,0,0
SRR6752160,144,252,79,335,0,145,110,0,13,12,14,39,12,0,0,0,0,0,9
SRR6752155,680,31,493,194,0,0,0,0,0,57,0,0,0,0,7,0,0,0,0
SRR6752154,152,376,0,238,38,0,125,0,22,0,0,12,13,0,92,0,0,40,0
SRR6752157,1851,0,57,92,0,0,0,0,0,0,0,8,36,0,0,0,0,0,14
SRR6752156,319,0,198,114,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SRR6752150,65,8,72,52,13,19,0,42,22,0,0,0,3,16,7,6,0,4,16
SRR6752153,220,50,0,13,0,800,0,33,13,0,13,0,4,0,0,0,0,0,0
SRR6752152,43,77,0,35,0,27,20,24,13,0,0,6,45,27,0,25,0,0,7
SRR6752330,1582,64,0,414,0,29,54,0,11,24,0,5,0,5,0,8,0,0,0
SRR6752331,668,293,143,33,0,0,67,0,10,0,0,0,0,0,7,0,0,0,0
SRR6752328,643,5,72,496,0,18,635,0,0,0,0,0,0,5,0,0,0,0,0
SRR6752329,305,0,0,28,13,54,0,22,0,11,32,445,10,0,0,12,0,0,0
SRR6752311,450,0,58,178,0,52,0,8,0,21,0,83,10,0,0,7,0,359,15
SRR6752310,90,3,69,91,0,23,0,37,25,5,0,2,0,12,0,0,0,6,11
SRR6752305,117,0,39,158,28,26,0,18,0,0,0,0,11,13,0,0,0,0,0
SRR6752304,375,0,241,132,0,58,0,29,0,0,0,0,17,8,0,0,0,0,0
SRR6752303,488,31,128,670,0,0,32,3,0,0,0,0,13,0,36,0,0,2,0
SRR6752302,249,25,496,110,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0
SRR6752309,853,0,1902,697,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12
SRR6752308,50,30,44,46,0,21,0,23,15,4,0,0,3,6,20,0,0,4,12
SRR6752307,598,0,30,293,0,25,0,5,17,0,0,0,0,0,12,0,0,0,0
SRR6752306,96,52,48,62,0,4,35,35,20,0,0,0,12,0,41,6,0,0,11
SRR6752511,481,53,13,14,159,0,0,271,0,0,0,0,7,0,0,0,0,0,0
SRR6752502,289,0,35,154,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752740,72,49,104,71,13,25,0,48,22,3,0,5,7,8,21,0,0,0,21
SRR6752301,179,0,102,195,0,60,33,28,11,19,0,0,23,0,4,0,0,8,0
SRR6752250,743,0,40,30,0,0,0,0,0,0,0,13,31,0,0,3,0,0,33
SRR6752137,70,0,34,55,0,3,22,44,13,0,0,0,6,0,19,0,0,0,0
SRR6752146,225,98,113,265,468,27,48,46,43,43,246,48,45,26,0,16,0,0,34
SRR6752253,69,0,0,30,144,52,0,0,19,0,127,10,0,0,0,5,0,33,5
SRR6752254,272,43,7,236,67,91,0,36,0,8,0,41,8,0,0,0,0,0,17
SRR6752259,2302,0,0,369,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
SRR6752260,305,0,22,25,0,62,0,18,12,0,24,13,13,0,30,0,0,0,12
SRR6752257,1088,42,508,137,0,0,2,8,0,16,47,7,0,0,0,0,0,0,0
SRR6752258,488,0,181,480,79,0,22,23,0,17,15,0,8,0,0,0,0,50,96
SRR6752582,2284,8,134,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752583,777,715,0,118,0,22,38,0,6,31,0,61,14,9,25,0,0,8,4
SRR6752588,496,11,38,249,0,16,57,0,6,0,0,0,3,11,0,0,0,0,0
SRR6752589,16,379,10,483,63,0,78,0,0,0,27,0,52,12,6,16,0,0,11
SRR6752586,460,0,0,30,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
SRR6752587,553,54,179,483,0,3,212,0,0,0,0,4,0,0,0,0,0,0,0
SRR6752592,177,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752593,63,73,0,40,0,0,0,14,0,0,0,0,0,3,2,0,0,21,0
SRR6752590,61,12,24,46,0,16,0,23,10,0,0,0,0,15,27,4,0,0,21
SRR6752591,391,16,0,98,0,46,28,12,15,6,0,0,0,0,115,14,0,7,0
SRR6752086,170,0,423,161,0,0,23,0,0,0,0,79,0,0,0,13,0,0,14
SRR6752087,1480,0,281,322,0,0,0,0,0,0,0,20,0,0,0,0,0,51,24
SRR6752088,2476,10,95,105,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0
SRR6752089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752090,0,127,266,53,0,27,0,14,27,0,0,0,0,0,82,0,0,0,0
SRR6752091,231,253,0,240,176,26,0,87,0,10,45,8,45,0,0,0,0,0,0
SRR6752092,810,0,983,314,77,0,0,0,0,19,37,6,0,0,0,15,0,45,0
SRR6752093,452,658,0,141,66,0,71,12,3,0,20,10,5,0,10,0,0,0,0
SRR6752580,52,5,0,38,139,117,47,104,10,6,0,14,23,11,12,29,0,18,0
SRR6752572,489,54,13,14,160,0,0,272,0,0,0,0,7,0,0,0,0,0,0
SRR6752451,993,118,143,105,0,0,38,0,0,0,60,0,0,26,0,0,0,0,0
SRR6752452,1492,0,29,23,0,0,0,0,0,0,8,0,0,3,0,7,0,0,0
SRR6752461,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752462,523,0,158,182,0,0,32,3,12,9,0,3,0,0,0,0,0,0,2
SRR6752459,728,105,108,216,50,0,0,16,10,4,0,24,0,0,0,0,0,0,19
SRR6752460,38,0,0,21,72,153,43,30,0,0,0,0,67,0,61,11,0,8,0
SRR6752166,319,106,0,126,73,141,86,32,0,0,0,0,32,9,0,0,0,5,0
SRR6752458,230,0,315,165,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0
SRR6752455,185,0,0,16,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0
SRR6752207,504,3,0,84,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752262,230,8,190,620,32,22,383,66,44,16,0,10,6,0,0,0,0,0,32
SRR6752261,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752270,512,191,0,162,0,0,203,0,23,14,0,16,0,5,0,13,0,0,33
SRR6752269,729,0,0,0,0,25,0,0,0,0,0,13,0,12,0,0,0,0,53
SRR6752272,1566,0,670,1213,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0
SRR6752271,150,0,0,17,0,78,0,14,6,0,0,22,0,8,23,0,0,0,0
SRR6752266,126,12,28,149,72,0,8,0,0,0,0,0,32,13,2,23,0,5,0
SRR6752265,629,1446,337,540,0,20,43,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752268,548,239,21,273,0,12,90,0,0,0,0,0,0,0,18,0,0,0,0
SRR6752267,33,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SRR6752667,39,8,14,44,0,0,0,43,3,0,0,0,9,0,21,0,0,0,8
SRR6752487,0,204,0,200,34,26,33,28,0,0,6,8,25,37,0,0,0,0,0
SRR6752486,771,710,0,118,0,22,38,0,6,31,0,61,14,9,25,0,0,8,4
SRR6752492,495,11,38,249,0,16,57,0,6,0,0,0,3,11,0,0,0,0,0
SRR6752491,16,377,10,480,63,0,77,0,0,0,27,0,52,12,6,16,0,0,11
SRR6752490,458,0,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
SRR6752489,551,54,177,483,0,3,212,0,0,0,0,4,0,0,0,0,0,0,0
SRR6752496,174,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752495,246,352,0,336,65,0,85,18,28,18,0,10,9,0,12,0,0,0,21
SRR6752494,390,16,0,98,0,46,28,12,15,6,0,0,0,0,115,14,0,7,0
SRR6752493,18,39,0,68,0,84,206,14,47,0,0,4,0,46,42,0,0,0,5
SRR6752374,337,68,495,117,35,0,0,0,0,0,0,23,0,0,0,4,0,0,0
SRR6752367,109,228,243,38,139,15,0,122,0,33,270,18,7,58,0,0,0,0,0
SRR6752366,18,40,0,69,0,85,207,14,47,0,0,4,0,46,42,0,0,0,5
SRR6752372,1969,0,109,139,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752370,216,0,0,41,30,691,0,35,0,5,14,3,8,14,42,0,0,0,0
SRR6752202,387,923,350,133,0,421,236,0,17,28,0,0,0,0,0,0,0,0,0
SRR6752201,410,6,585,198,57,0,0,0,0,0,0,11,3,2,0,4,0,0,22
SRR6752194,466,16,367,440,0,13,0,0,0,14,0,0,7,0,0,3,0,0,0
SRR6752193,0,24,0,78,2,134,0,0,0,0,0,0,0,11,0,0,0,223,28
SRR6752196,179,20,0,367,93,30,53,15,17,17,61,13,12,17,44,0,0,0,8
SRR6752195,353,278,54,168,0,27,0,6,0,0,0,0,0,8,11,6,0,0,0
SRR6752198,444,34,200,81,0,0,0,0,3,0,0,13,6,6,0,9,0,0,0
SRR6752200,3173,0,28,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SRR6752199,636,35,0,146,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0
SRR6752598,324,101,211,379,0,593,14,256,0,80,0,0,0,56,4,0,0,0,0
SRR6752599,289,0,35,156,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752600,361,63,101,327,0,27,0,0,15,7,0,0,0,0,3,0,0,0,0
SRR6752603,839,0,283,285,0,58,0,23,15,69,0,0,9,0,0,0,0,0,0
SRR6752604,250,86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752605,0,0,0,42,0,7,88,7,39,0,0,17,10,27,0,0,0,0,28
SRR6752124,258,119,323,503,60,0,119,47,0,306,0,0,0,0,0,18,0,11,3
SRR6752123,2187,16,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752122,184,8,28,426,79,40,157,60,19,0,0,0,2,25,0,17,0,0,0
SRR6752121,1791,123,156,186,0,4,268,0,0,7,0,0,0,0,0,0,0,0,3
SRR6752120,924,41,159,230,0,0,0,0,0,22,0,63,0,9,20,7,0,0,28
SRR6752647,1219,0,408,417,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SRR6752118,1138,0,77,43,198,0,0,8,0,0,0,0,3,0,0,0,0,0,0
SRR6752117,543,43,166,652,0,17,0,0,0,0,0,83,0,7,0,0,0,0,33
SRR6752116,1065,0,0,7,0,0,0,0,0,0,0,0,134,3,0,0,0,0,5
SRR6752115,1012,0,686,120,256,0,0,0,0,0,0,0,115,0,0,0,0,0,0
SRR6752224,937,2,584,569,0,0,0,0,0,31,0,68,12,0,9,0,0,0,7
SRR6752232,251,0,665,530,0,0,27,40,0,0,0,0,13,0,161,0,0,0,0
SRR6752233,160,0,46,243,57,30,82,0,22,0,0,26,54,14,0,0,0,0,0
SRR6752230,890,0,48,514,0,0,36,0,24,10,0,0,0,6,0,0,0,39,7
SRR6752231,1157,103,0,42,30,0,169,61,0,0,0,0,0,48,7,0,0,0,0
SRR6752228,1512,63,0,182,0,7,0,118,0,0,0,0,0,25,0,0,0,0,0
SRR6752229,1215,0,472,174,90,0,0,0,0,19,0,14,12,0,0,29,0,0,21
SRR6752226,709,0,22,65,0,0,0,0,23,60,0,5,0,13,0,39,0,7,0
SRR6752227,27,0,0,660,76,10,439,50,31,0,213,9,28,0,18,47,0,0,2
SRR6752404,211,131,261,445,0,14,220,0,54,45,0,17,33,0,0,0,0,0,0
SRR6752410,443,95,76,326,0,13,0,30,0,14,0,0,11,0,0,0,0,0,0
SRR6752409,1272,951,989,610,0,0,795,0,0,38,12,12,0,0,17,0,0,0,53
SRR6752412,264,65,45,31,405,0,0,101,0,35,0,0,0,21,29,0,0,0,0
SRR6752411,1137,0,38,147,70,0,0,26,0,0,0,0,7,0,0,0,0,0,0
SRR6752406,260,0,0,0,35,0,0,0,0,3,0,0,50,0,0,0,0,0,0
SRR6752405,847,0,489,65,41,20,0,0,55,245,30,28,7,0,0,0,0,0,5
SRR6752408,943,84,304,240,44,13,0,24,0,18,0,5,21,59,31,20,0,0,0
SRR6752407,656,368,735,194,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752527,228,74,122,167,289,0,0,0,0,60,553,0,43,4,0,0,0,0,0
SRR6752528,174,0,0,220,114,101,79,26,12,0,0,20,31,0,145,9,0,0,0
SRR6752523,555,29,580,824,0,9,66,0,46,101,50,0,0,11,0,10,0,0,4
SRR6752524,970,19,510,350,0,0,0,18,0,0,0,0,8,0,0,0,0,0,0
SRR6752525,239,108,107,247,58,0,30,78,10,18,0,13,8,0,0,11,0,4,13
SRR6752526,641,1367,38,300,90,68,203,19,43,5,41,21,31,18,0,90,0,0,0
SRR6752519,247,228,0,11,260,63,20,31,20,0,0,0,0,0,0,14,0,0,0
SRR6752520,973,3,66,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0
SRR6752521,1377,83,1035,414,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
SRR6752522,978,92,136,408,63,17,55,17,6,32,109,0,11,13,0,0,0,0,6
SRR6752700,92,51,38,107,39,58,0,79,23,0,0,13,11,0,0,15,0,0,0
SRR6752699,204,577,58,146,0,244,0,27,0,0,0,0,0,16,0,52,0,0,0
SRR6752704,552,0,0,119,0,0,0,0,0,0,0,57,0,78,0,0,0,0,109
SRR6752703,779,0,274,262,0,0,0,3,0,0,0,39,0,11,0,0,0,16,22
SRR6752702,765,202,266,646,180,11,0,0,0,0,86,98,0,0,19,0,0,35,25
SRR6752701,804,165,68,536,0,0,148,19,0,0,0,0,0,21,0,0,0,0,0
SRR6752708,266,0,0,13,0,0,0,0,0,0,0,48,0,0,0,0,0,0,16
SRR6752707,323,11,0,251,0,0,0,0,0,0,0,0,9,0,0,0,0,21,0
SRR6752706,22,0,0,0,54,48,0,54,8,0,0,13,4,0,0,0,0,0,0
SRR6752148,398,55,0,238,0,47,832,0,28,0,0,0,0,7,37,0,0,0,9
SRR6752149,290,33,0,175,0,87,27,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752140,0,156,0,175,27,43,205,0,14,0,0,0,27,0,0,0,0,0,0
SRR6752141,0,29,0,387,0,34,107,34,29,17,58,4,0,22,40,0,0,27,36
SRR6752138,103,0,67,113,0,0,0,73,33,0,0,0,7,10,0,0,0,0,19
SRR6752139,371,0,434,221,0,21,42,26,33,205,0,0,0,16,0,0,0,6,17
SRR6752144,283,24,89,552,0,17,0,0,0,11,0,0,4,8,0,0,0,3,0
SRR6752145,696,52,63,84,0,0,67,0,7,0,0,5,13,8,105,0,0,0,0
SRR6752142,696,0,458,589,0,12,0,0,0,85,0,0,0,0,0,0,0,8,0
SRR6752143,2230,2813,106,847,75,46,867,0,36,7,0,0,26,0,0,48,0,99,16
SRR6752320,341,92,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752313,563,0,135,515,0,0,0,0,0,37,37,7,9,0,0,12,0,110,28
SRR6752312,0,0,0,232,0,149,133,88,22,0,0,14,28,24,10,0,0,12,25
SRR6752315,464,0,14,161,0,0,56,0,18,0,0,0,0,0,37,0,0,0,0
SRR6752314,1219,906,530,60,0,21,96,0,8,29,0,0,0,11,18,20,0,0,0
SRR6752317,353,0,20,330,30,69,20,17,0,37,26,38,13,0,0,8,0,0,0
SRR6752316,1462,504,0,678,152,0,0,25,0,75,0,12,4,0,26,0,0,0,19
SRR6752319,775,409,0,245,0,16,162,0,26,86,0,0,0,5,10,0,0,0,0
SRR6752425,256,495,0,90,458,0,113,10,0,0,0,0,33,0,0,0,0,0,0
SRR6752426,671,0,34,17,26,0,0,19,0,0,0,0,9,0,0,0,0,0,0
SRR6752427,672,0,155,1475,0,55,107,3,12,0,0,0,0,0,0,9,0,0,0
SRR6752428,397,2,236,240,0,0,24,0,0,142,0,20,0,0,0,0,0,0,0
SRR6752429,870,0,68,173,0,25,21,16,0,0,0,2,7,9,0,0,0,0,0
SRR6752430,1770,106,460,1250,0,22,0,0,15,43,0,20,12,0,0,0,0,0,10
SRR6752431,810,329,111,515,30,0,0,30,0,29,95,0,0,0,3,0,0,0,0
SRR6752432,125,4,62,68,68,0,0,23,0,0,0,0,41,50,14,36,0,0,0
SRR6752433,503,30,133,549,106,0,0,29,41,0,0,29,14,0,0,36,0,0,0
SRR6752434,605,0,28,93,0,0,0,0,15,0,23,0,6,0,0,0,0,15,0
SRR6752101,0,19,0,211,0,16,12,12,53,0,0,0,0,0,12,0,0,0,0
SRR6752102,367,189,116,255,0,49,27,0,26,41,0,0,0,0,0,0,0,0,0
SRR6752672,320,0,687,351,9,8,64,0,5,390,16,0,0,0,0,0,0,0,10
SRR6752673,84,0,24,94,34,0,0,50,0,0,24,0,0,0,0,0,0,0,0
SRR6752663,476,8,47,430,0,55,247,13,23,0,7,7,8,0,0,0,0,0,0
SRR6752105,159,16,22,115,46,0,46,0,0,15,12,0,12,0,108,0,0,8,4
SRR6752110,667,53,0,247,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
SRR6752111,586,138,140,195,0,13,0,0,0,49,0,7,7,0,0,0,0,0,0
SRR6752108,136,61,0,55,0,0,74,0,0,0,0,0,5,0,0,0,0,0,0
SRR6752109,100,80,29,269,0,7,0,65,14,0,7,0,6,19,0,0,0,0,8
SRR7691487,194,0,58,31,0,143,0,0,8,0,0,42,0,0,105,0,0,0,15
SRR7691374,150,0,231,29,0,134,0,7,0,0,0,10,0,0,0,0,0,16,0
SRR7691453,51,0,25,15,0,111,0,0,0,0,0,4,0,0,104,0,0,21,15
SRR7691527,349,0,260,25,0,226,0,0,0,14,0,7,0,0,23,0,0,0,4
SRR7691401,270,0,171,46,0,57,0,0,0,0,0,12,0,0,24,0,0,0,11
SRR7691368,309,0,0,82,0,327,101,0,0,0,0,0,0,0,951,0,0,0,0
SRR7691305,201,0,421,0,0,190,0,0,0,0,0,0,0,0,0,0,17,0,0
SRR7691357,104,0,74,0,0,159,0,0,0,0,0,32,0,0,0,0,0,0,14
SRR7691383,154,0,127,0,0,66,0,0,0,4,0,21,0,0,0,7,0,64,34
SRR7691255,157,0,341,52,25,78,0,0,0,10,0,7,0,0,275,0,28,31,72
SRR7691403,143,2,36,22,40,114,0,0,0,0,0,24,5,6,84,0,0,60,7
SRR7691351,75,0,0,18,0,66,0,0,0,0,0,31,0,0,16,0,0,10,0
SRR7691382,127,0,64,40,0,122,0,0,25,0,0,0,0,0,54,0,15,0,0
SRR7691350,233,0,26,0,0,22,0,0,0,0,0,38,0,0,9,0,24,0,0
SRR7691273,139,1,58,94,0,229,0,63,0,0,0,56,0,0,42,0,17,0,10
SRR7691499,471,0,133,0,0,434,0,0,0,0,0,17,0,0,0,0,0,329,7
SRR7691372,128,0,0,24,0,217,0,0,0,0,0,14,9,4,0,0,33,15,7
SRR7691257,192,0,510,29,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7691377,111,0,0,0,25,246,0,8,9,0,0,7,8,0,381,0,0,0,0
SRR7691260,346,0,0,68,0,759,0,35,0,11,18,14,6,0,865,14,0,12,0
SRR7691298,138,13,33,50,0,93,0,25,0,0,0,0,0,6,177,0,12,17,0
SRR7691393,142,0,498,28,0,89,0,0,0,12,0,21,0,0,0,0,0,0,18
SRR7691434,174,0,113,50,0,97,0,0,0,0,0,0,0,0,14,0,0,0,0
SRR7691501,188,0,0,0,0,206,0,33,0,0,57,58,0,0,0,0,0,347,141
SRR7691268,751,0,174,104,0,227,48,0,0,0,0,9,0,9,45,0,0,0,27
SRR7691381,92,0,52,25,0,126,0,0,0,0,0,0,0,0,27,0,20,19,7
SRR7691327,43,0,0,0,0,225,0,0,0,0,0,0,0,0,111,0,0,20,7
SRR7691326,89,0,350,23,0,105,0,15,0,0,0,27,0,0,0,0,0,13,13
SRR7691433,213,14,301,82,0,48,50,0,0,11,0,0,0,0,0,0,0,0,7
SRR7691284,253,0,53,67,0,39,0,0,0,0,0,9,0,8,15,0,0,0,0
SRR7691400,50,0,0,20,0,246,23,13,0,0,0,15,0,0,142,0,0,0,10
SRR7691309,41,0,0,13,0,138,0,0,0,0,0,0,0,0,14,0,0,0,0
SRR7691423,593,0,352,118,0,500,92,0,16,0,0,0,0,0,481,0,0,25,10
SRR7691299,587,0,220,132,0,363,0,0,0,0,0,0,0,0,21,0,12,0,0
SRR7691418,152,6,50,13,0,120,0,0,0,0,0,9,5,0,55,0,0,0,7
SRR7691341,58,0,39,15,0,107,0,0,0,0,0,58,0,0,64,0,0,0,48
SRR7691415,120,0,42,32,0,108,0,0,3,0,0,0,0,0,0,0,0,0,0
