,fold,model,mcc,auc,type
12,4,KNN,0.0796296238,0.5859440267,DEFAULT
0,0,DT,0.1554871914,0.6362126246,DEFAULT
3,1,DT,0.2622842472,0.6918604651,DEFAULT
6,2,DT,0.0905614861,0.5694696511,DEFAULT
9,3,DT,0.2277442471,0.7208646617,DEFAULT
12,4,DT,0.2260345218,0.6896407686,DEFAULT
0,0,SVMR,-0.0286014634,0.6316445183,DEFAULT
3,1,SVMR,0,0.6262458472,DEFAULT
6,2,SVMR,0,0.7201048599,DEFAULT
9,3,SVMR,0,0.6783625731,DEFAULT
12,4,SVMR,0,0.5854218881,DEFAULT
0,0,SVML,0,0.5948920266,DEFAULT
3,1,SVML,0,0.6686046512,DEFAULT
6,2,SVML,0,0.5561605162,DEFAULT
9,3,SVML,0,0.5751879699,DEFAULT
12,4,SVML,0,0.6990392648,DEFAULT
0,0,RF,0.1824584653,0.7218646179,DEFAULT
3,1,RF,0.1719029399,0.7024501661,DEFAULT
6,2,RF,0.1926246477,0.6870336761,DEFAULT
9,3,RF,0.1581744135,0.7550125313,DEFAULT
12,4,RF,0.1712341409,0.6579991646,DEFAULT
0,0,XG,0.2530908632,0.7073297342,DEFAULT
3,1,XG,0,0.5,DEFAULT
6,2,XG,0.0193519887,0.6597096189,DEFAULT
9,3,XG,0,0.5,DEFAULT
12,4,XG,0.0915766512,0.5787385129,DEFAULT
0,0,LR,0.1813690118,0.7184385382,ADASYN_over
3,1,LR,0.1821808435,0.6887458472,ADASYN_over
6,2,LR,0.3062608957,0.7376487195,ADASYN_over
9,3,LR,0.2931146507,0.7105263158,ADASYN_over
12,4,LR,0.2174991185,0.6372180451,ADASYN_over
0,0,KNN,0.041126836,0.625,ADASYN_over
3,1,KNN,0.0189284575,0.5452657807,ADASYN_over
6,2,KNN,0.2145008634,0.6927808026,ADASYN_over
9,3,KNN,-0.0769088244,0.4726399332,ADASYN_over
12,4,KNN,0.185282981,0.653091061,ADASYN_over
0,0,DT,0.0191014175,0.4869186047,ADASYN_over
3,1,DT,0.1821899234,0.6518895349,ADASYN_over
6,2,DT,0.2089587045,0.678866707,ADASYN_over
9,3,DT,0.2380059093,0.6473475355,ADASYN_over
12,4,DT,0.0706306629,0.5701754386,ADASYN_over
0,0,SVMR,0.2118868417,0.740448505,ADASYN_over
3,1,SVMR,0.1656003303,0.6734842193,ADASYN_over
6,2,SVMR,0.1099075854,0.6368219399,ADASYN_over
9,3,SVMR,0.3068952838,0.7025898079,ADASYN_over
12,4,SVMR,0.2383574162,0.7003968254,ADASYN_over
0,0,SVML,0.3468466135,0.7462624585,ADASYN_over
3,1,SVML,0.287269552,0.7886212625,ADASYN_over
6,2,SVML,0.4121401639,0.8291994354,ADASYN_over
9,3,SVML,0.334011469,0.7552213868,ADASYN_over
12,4,SVML,0.0786807558,0.5741436926,ADASYN_over
0,0,RF,0.1868150875,0.6426495017,ADASYN_over
3,1,RF,0.3062428087,0.6896802326,ADASYN_over
6,2,RF,0.0664224017,0.586005243,ADASYN_over
9,3,RF,0.314820801,0.6994569758,ADASYN_over
12,4,RF,0.1954533664,0.6875522139,ADASYN_over
0,0,XG,0.2524916944,0.697051495,ADASYN_over
3,1,XG,0.2610494736,0.7022425249,ADASYN_over
6,2,XG,0.1995133904,0.6323855616,ADASYN_over
9,3,XG,0.0350906022,0.561299081,ADASYN_over
12,4,XG,0.1852632866,0.6668755221,ADASYN_over
0,0,LR,0.3134347195,0.7419019934,ADASYN_both
3,1,LR,0.3081528808,0.7830149502,ADASYN_both
6,2,LR,0.2006874899,0.6356120186,ADASYN_both
9,3,LR,0.2446280075,0.7303675856,ADASYN_both
12,4,LR,0.3142608795,0.7807017544,ADASYN_both
0,0,KNN,0.2280231719,0.6867732558,ADASYN_both
3,1,KNN,0.1041763561,0.6227159468,ADASYN_both
6,2,KNN,0.1809440328,0.6051623311,ADASYN_both
9,3,KNN,0.1545441045,0.6259398496,ADASYN_both
12,4,KNN,0.1343803027,0.6246867168,ADASYN_both
0,0,DT,0.0565044529,0.6040282392,ADASYN_both
3,1,DT,0.144645506,0.6299833887,ADASYN_both
6,2,DT,0.1132443231,0.5938697318,ADASYN_both
9,3,DT,0.1704237465,0.6326232247,ADASYN_both
12,4,DT,0.1464463654,0.6407685881,ADASYN_both
0,0,SVMR,0.3878627186,0.8235049834,ADASYN_both
3,1,SVMR,0.2234449785,0.6831395349,ADASYN_both
6,2,SVMR,0.2318259678,0.7114337568,ADASYN_both
9,3,SVMR,0.2011450575,0.6688596491,ADASYN_both
12,4,SVMR,0.2567994714,0.7061403509,ADASYN_both
0,0,SVML,0.2483609796,0.7207225914,ADASYN_both
3,1,SVML,0.2312008643,0.697051495,ADASYN_both
6,2,SVML,0.307622047,0.7148618673,ADASYN_both
9,3,SVML,0.2653835867,0.7135547201,ADASYN_both
12,4,SVML,0.4294578805,0.8015873016,ADASYN_both
0,0,RF,0.2948331506,0.6428571429,ADASYN_both
3,1,RF,0.2777357722,0.6808554817,ADASYN_both
6,2,RF,0.2556085937,0.6723129663,ADASYN_both
9,3,RF,0.1612768476,0.6582080201,ADASYN_both
12,4,RF,0.1449859797,0.6409774436,ADASYN_both
0,0,XG,0.1722119807,0.6515780731,ADASYN_both
3,1,XG,0.2235423653,0.6382890365,ADASYN_both
6,2,XG,0.19872659,0.6206896552,ADASYN_both
9,3,XG,0.1674721823,0.6503759398,ADASYN_both
12,4,XG,0.1618838257,0.6746031746,ADASYN_both
0,0,LR,0.3580255993,0.7834302326,SMOTE_both
3,1,LR,0.3297422985,0.7894518272,SMOTE_both
6,2,LR,0.2903007525,0.7334139948,SMOTE_both
9,3,LR,0.1856972636,0.6349206349,SMOTE_both
12,4,LR,0.2719454246,0.6990392648,SMOTE_both
0,0,KNN,0.0817561556,0.6211586379,SMOTE_both
3,1,KNN,0.1411862416,0.625,SMOTE_both
6,2,KNN,0.1384105342,0.6713046985,SMOTE_both
9,3,KNN,0.1417966106,0.6319966583,SMOTE_both
12,4,KNN,0.171783354,0.6410818713,SMOTE_both
0,0,DT,0.0945469398,0.6117109635,SMOTE_both
3,1,DT,0.1384852772,0.60589701,SMOTE_both
6,2,DT,0.1527883947,0.6506352087,SMOTE_both
9,3,DT,0.0882681139,0.6597744361,SMOTE_both
12,4,DT,0.1187706725,0.602443609,SMOTE_both
0,0,SVMR,0.1821808435,0.700166113,SMOTE_both
3,1,SVMR,0.2414829009,0.7134551495,SMOTE_both
6,2,SVMR,0.240911649,0.6771526517,SMOTE_both
9,3,SVMR,0.2006953276,0.7395572264,SMOTE_both
12,4,SVMR,0.3068952838,0.7360066834,SMOTE_both
0,0,SVML,0.2939726793,0.6976744186,SMOTE_both
3,1,SVML,0.345442543,0.7742940199,SMOTE_both
6,2,SVML,0.2850894367,0.7057874571,SMOTE_both
9,3,SVML,0.2978928,0.7207602339,SMOTE_both
12,4,SVML,0.3639168753,0.7892648287,SMOTE_both
0,0,RF,0.2109634551,0.6767026578,SMOTE_both
3,1,RF,0.1533505243,0.6243770764,SMOTE_both
6,2,RF,0.2463544589,0.6646501311,SMOTE_both
9,3,RF,0.1350878395,0.5843776107,SMOTE_both
12,4,RF,0.2895185251,0.7537593985,SMOTE_both
0,0,XG,0.265708456,0.6941445183,SMOTE_both
3,1,XG,0.1779484764,0.66839701,SMOTE_both
6,2,XG,0.240911649,0.6991328897,SMOTE_both
9,3,XG,0.1612768476,0.6370091896,SMOTE_both
12,4,XG,0.1930187356,0.6837928154,SMOTE_both
0,0,LR,0.2234449785,0.6733803987,SMOTE_over
3,1,LR,0.3732376392,0.7871677741,SMOTE_over
6,2,LR,0.3015778723,0.736035491,SMOTE_over
9,3,LR,0.3068952838,0.7301587302,SMOTE_over
12,4,LR,0.2649176204,0.7084377611,SMOTE_over
0,0,KNN,0.2728292472,0.7158430233,SMOTE_over
3,1,KNN,0.1715773083,0.7037998339,SMOTE_over
6,2,KNN,0.2387998386,0.647307925,SMOTE_over
9,3,KNN,0.0525992461,0.6373224728,SMOTE_over
12,4,KNN,0.1284940552,0.5626566416,SMOTE_over
0,0,DT,-0.0288136777,0.585755814,SMOTE_over
3,1,DT,0.1045247089,0.5930232558,SMOTE_over
6,2,DT,-0.0319199176,0.4621899577,SMOTE_over
9,3,DT,0.1272232573,0.6018170426,SMOTE_over
12,4,DT,0.1211620366,0.5864661654,SMOTE_over
0,0,SVMR,0.2727182377,0.7431478405,SMOTE_over
3,1,SVMR,0.3149771429,0.7483388704,SMOTE_over
6,2,SVMR,0.24734187,0.6854204477,SMOTE_over
9,3,SVMR,0.2371210105,0.7096908939,SMOTE_over
12,4,SVMR,0.3705753641,0.8036758563,SMOTE_over
0,0,SVML,0.1561393341,0.6702657807,SMOTE_over
3,1,SVML,0.4614848499,0.851744186,SMOTE_over
6,2,SVML,0.3349399921,0.7719298246,SMOTE_over
9,3,SVML,0.294114445,0.7305764411,SMOTE_over
12,4,SVML,0.2856316496,0.6697994987,SMOTE_over
0,0,RF,0.1465976254,0.6279069767,SMOTE_over
3,1,RF,0.1255685853,0.5985257475,SMOTE_over
6,2,RF,0.2521635469,0.6772534785,SMOTE_over
9,3,RF,0.2518796992,0.7047827903,SMOTE_over
12,4,RF,0.2826623797,0.7455096074,SMOTE_over
0,0,XG,0.1279069767,0.626038206,SMOTE_over
3,1,XG,0.186035257,0.6881229236,SMOTE_over
6,2,XG,0.1301495254,0.5781407542,SMOTE_over
9,3,XG,0.21533321,0.6769005848,SMOTE_over
12,4,XG,0.2371022285,0.7065580618,SMOTE_over
0,0,LR,0.2129664006,0.6958056478,TADA
3,1,LR,0.4202033598,0.7460548173,TADA
6,2,LR,0.3001189233,0.7527727364,TADA
9,3,LR,0.2465978346,0.6510025063,TADA
12,4,LR,0.3447065383,0.742481203,TADA
0,0,KNN,0.0597016641,0.5785921927,TADA
3,1,KNN,0.1458711283,0.591154485,TADA
6,2,KNN,0.1286038262,0.6089937487,TADA
9,3,KNN,0.1321057728,0.6520467836,TADA
12,4,KNN,0.0879553351,0.6110066834,TADA
0,0,DT,0.1855446661,0.5917774086,TADA
3,1,DT,0.1168888756,0.5812915282,TADA
6,2,DT,0.149105013,0.5927606372,TADA
9,3,DT,0.1434400889,0.5765455305,TADA
12,4,DT,0.1869188872,0.6089181287,TADA
0,0,SVMR,0.2560092623,0.7481312292,TADA
3,1,SVMR,0.2861568877,0.7142857143,TADA
6,2,SVMR,0.2556085937,0.7041742287,TADA
9,3,SVMR,0.0780674412,0.6257309942,TADA
12,4,SVMR,0.3099160301,0.716374269,TADA
0,0,SVML,0.2326368486,0.6852159468,TADA
3,1,SVML,0.2500943646,0.7281976744,TADA
6,2,SVML,0.3853365249,0.8221415608,TADA
9,3,SVML,0.2858597384,0.7067669173,TADA
12,4,SVML,0.2865327934,0.7328738513,TADA
0,0,RF,0.3186922552,0.7040074751,TADA
3,1,RF,0.2528277888,0.7110672757,TADA
6,2,RF,0.0753414439,0.5866102037,TADA
9,3,RF,0.2676586162,0.7442564745,TADA
12,4,RF,0.1854488481,0.6377401838,TADA
0,0,XG,0.1868150875,0.6617524917,TADA
3,1,XG,0.0804000294,0.7151162791,TADA
6,2,XG,0.1975192471,0.6918733616,TADA
9,3,XG,0.1432438235,0.6149749373,TADA
12,4,XG,0.2260345218,0.6676065163,TADA
0,0,LR,0.0135154419,0.7884136213,DEFAULT
3,1,LR,0.2380194552,0.675872093,DEFAULT
6,2,LR,0.0761099607,0.6836055656,DEFAULT
9,3,LR,0.1580766295,0.7775689223,DEFAULT
12,4,LR,-0.0500626174,0.7729741019,DEFAULT
0,0,KNN,0.2117793624,0.6958056478,DEFAULT
3,1,KNN,0.1719029399,0.6875,DEFAULT
6,2,KNN,0.1351362406,0.5209719702,DEFAULT
9,3,KNN,0.1580766295,0.7043650794,DEFAULT
12,4,KNN,0.261757293,0.7459273183,DEFAULT
0,0,DT,0.3514014887,0.6513704319,DEFAULT
3,1,DT,0.1353748668,0.6015365449,DEFAULT
6,2,DT,0.2449683019,0.6100020165,DEFAULT
9,3,DT,0.261757293,0.7136591479,DEFAULT
12,4,DT,0.1053783245,0.6500626566,DEFAULT
0,0,SVMR,0,0.6499169435,DEFAULT
3,1,SVMR,0,0.6941445183,DEFAULT
6,2,SVMR,0,0.671103045,DEFAULT
9,3,SVMR,0,0.8210108605,DEFAULT
12,4,SVMR,0,0.6758563074,DEFAULT
0,0,SVML,0,0.6835548173,DEFAULT
3,1,SVML,0,0.6387043189,DEFAULT
6,2,SVML,0,0.6809840694,DEFAULT
9,3,SVML,0,0.7215956558,DEFAULT
12,4,SVML,0,0.6169590643,DEFAULT
0,0,RF,0.0922810161,0.7243563123,DEFAULT
3,1,RF,0.2014444435,0.8116694352,DEFAULT
6,2,RF,0.2058048825,0.6267392619,DEFAULT
9,3,RF,0.2676586162,0.7502088555,DEFAULT
12,4,RF,0.0976779386,0.7305764411,DEFAULT
0,0,XG,0.1344770788,0.6897840532,DEFAULT
3,1,XG,0,0.5,DEFAULT
6,2,XG,0.0608718667,0.6900584795,DEFAULT
9,3,XG,0,0.5,DEFAULT
12,4,XG,-0.0897100748,0.5021929825,DEFAULT
0,0,LR,0.3001265108,0.7491694352,ADASYN_over
3,1,LR,0.2939726793,0.7140780731,ADASYN_over
6,2,LR,0.3314139101,0.7447065941,ADASYN_over
9,3,LR,0.2569358951,0.7391395155,ADASYN_over
12,4,LR,0.2017700973,0.7063492063,ADASYN_over
0,0,KNN,0.0403745808,0.5818106312,ADASYN_over
3,1,KNN,0.1315577063,0.5997715947,ADASYN_over
6,2,KNN,0.1940731915,0.6228070175,ADASYN_over
9,3,KNN,0.2416445959,0.694235589,ADASYN_over
12,4,KNN,0.2519121812,0.6612364244,ADASYN_over
0,0,DT,0.0998337488,0.5755813953,ADASYN_over
3,1,DT,-0.0216146407,0.4901370432,ADASYN_over
6,2,DT,0.1193409613,0.6043557169,ADASYN_over
9,3,DT,0.0266879888,0.5153508772,ADASYN_over
12,4,DT,0.1712667149,0.5961779449,ADASYN_over
0,0,SVMR,0.3260657666,0.7301702658,ADASYN_over
3,1,SVMR,0.2071615184,0.7003737542,ADASYN_over
6,2,SVMR,0.3473604191,0.809235733,ADASYN_over
9,3,SVMR,0.2317568407,0.7009189641,ADASYN_over
12,4,SVMR,0.2987030401,0.7170008354,ADASYN_over
0,0,SVML,0.3902519411,0.7783430233,ADASYN_over
3,1,SVML,0.3026049693,0.7423172757,ADASYN_over
6,2,SVML,0.3395246288,0.7812058883,ADASYN_over
9,3,SVML,0.3380744838,0.7332915622,ADASYN_over
12,4,SVML,0.2258950702,0.6708437761,ADASYN_over
0,0,RF,0.1937059254,0.647736711,ADASYN_over
3,1,RF,0.3186922552,0.7834302326,ADASYN_over
6,2,RF,0.1631384641,0.683908046,ADASYN_over
9,3,RF,0.100415122,0.6318922306,ADASYN_over
12,4,RF,0.1531336639,0.6324143693,ADASYN_over
0,0,XG,0.2313346019,0.6775332226,ADASYN_over
3,1,XG,0.2021699722,0.7045265781,ADASYN_over
6,2,XG,0.0914145476,0.613430127,ADASYN_over
9,3,XG,0.3350041771,0.7220133668,ADASYN_over
12,4,XG,0.238677345,0.6355472013,ADASYN_over
0,0,LR,0.3137512987,0.6648671096,ADASYN_both
3,1,LR,0.2939726793,0.7462624585,ADASYN_both
6,2,LR,0.1227126705,0.6188747731,ADASYN_both
9,3,LR,0.2268971339,0.6979949875,ADASYN_both
12,4,LR,0.4092906124,0.8170426065,ADASYN_both
0,0,KNN,0.0532774547,0.6046511628,ADASYN_both
3,1,KNN,0.1666962742,0.6816860465,ADASYN_both
6,2,KNN,0.1890928039,0.6674732809,ADASYN_both
9,3,KNN,0.2439019209,0.6599832916,ADASYN_both
12,4,KNN,0.1386450186,0.6524644946,ADASYN_both
0,0,DT,0.0576390418,0.5558554817,ADASYN_both
3,1,DT,0.1458711283,0.5868978405,ADASYN_both
6,2,DT,0.0860369142,0.5599919339,ADASYN_both
9,3,DT,0.1092617527,0.5625522139,ADASYN_both
12,4,DT,0.1334431733,0.6152882206,ADASYN_both
0,0,SVMR,0.2537520164,0.7014119601,ADASYN_both
3,1,SVMR,0.3962029078,0.8255813953,ADASYN_both
6,2,SVMR,0.2881882349,0.7064932446,ADASYN_both
9,3,SVMR,0.2380059093,0.7533416876,ADASYN_both
12,4,SVMR,0.252737727,0.7224310777,ADASYN_both
0,0,SVML,0.1663895814,0.6430647841,ADASYN_both
3,1,SVML,0.2297865048,0.7372300664,ADASYN_both
6,2,SVML,0.3567805018,0.7761645493,ADASYN_both
9,3,SVML,0.4216652083,0.8178780284,ADASYN_both
12,4,SVML,0.3583048463,0.7341269841,ADASYN_both
0,0,RF,0.2235423653,0.6316445183,ADASYN_both
3,1,RF,0.2476807361,0.6638289037,ADASYN_both
6,2,RF,0.1697540204,0.6554748941,ADASYN_both
9,3,RF,0.2978928,0.6915204678,ADASYN_both
12,4,RF,0.2297807406,0.7189849624,ADASYN_both
0,0,XG,0.3026049693,0.7454318937,ADASYN_both
3,1,XG,0.0923950081,0.5546096346,ADASYN_both
6,2,XG,0.0665906294,0.6460980036,ADASYN_both
9,3,XG,0.3874468298,0.7777777778,ADASYN_both
12,4,XG,0.2685775067,0.7345446951,ADASYN_both
0,0,LR,0.3259758671,0.7365033223,SMOTE_both
3,1,LR,0.267854843,0.7024501661,SMOTE_both
6,2,LR,0.320619369,0.7594273039,SMOTE_both
9,3,LR,0.2237728788,0.6574770259,SMOTE_both
12,4,LR,0.2870555061,0.7243107769,SMOTE_both
0,0,KNN,0.2389795317,0.7099252492,SMOTE_both
3,1,KNN,0.1411862416,0.646179402,SMOTE_both
6,2,KNN,0.2206837027,0.6896551724,SMOTE_both
9,3,KNN,0.1606775048,0.6518379282,SMOTE_both
12,4,KNN,0.1606775048,0.6903717627,SMOTE_both
0,0,DT,0.1765681426,0.6206395349,SMOTE_both
3,1,DT,0.1218982521,0.6263496678,SMOTE_both
6,2,DT,0.1365458696,0.6113127647,SMOTE_both
9,3,DT,0.206514436,0.6458855472,SMOTE_both
12,4,DT,0.1922684881,0.6665622389,SMOTE_both
0,0,SVMR,0.2665805682,0.7273671096,SMOTE_both
3,1,SVMR,0.265708456,0.674833887,SMOTE_both
6,2,SVMR,0.3222107711,0.744303287,SMOTE_both
9,3,SVMR,0.3446783857,0.6796157059,SMOTE_both
12,4,SVMR,0.3493748127,0.7445697577,SMOTE_both
0,0,SVML,0.3105985227,0.7720099668,SMOTE_both
3,1,SVML,0.2588625803,0.7239410299,SMOTE_both
6,2,SVML,0.3062410822,0.7265577737,SMOTE_both
9,3,SVML,0.3895275689,0.7397660819,SMOTE_both
12,4,SVML,0.3298462976,0.7357978279,SMOTE_both
0,0,RF,0.2132850417,0.605377907,SMOTE_both
3,1,RF,0.0863787375,0.5940614618,SMOTE_both
6,2,RF,0.2349245117,0.7118370639,SMOTE_both
9,3,RF,0.2616929261,0.703320802,SMOTE_both
12,4,RF,0.4024295907,0.744047619,SMOTE_both
0,0,XG,0.225361118,0.6409883721,SMOTE_both
3,1,XG,0.1351715425,0.6399501661,SMOTE_both
6,2,XG,0.1861851157,0.701754386,SMOTE_both
9,3,XG,0.1852632866,0.6390977444,SMOTE_both
12,4,XG,0.3764186668,0.7648287385,SMOTE_both
0,0,LR,0.3149771429,0.718230897,SMOTE_over
3,1,LR,0.4466456852,0.8089700997,SMOTE_over
6,2,LR,0.3073488773,0.7293809236,SMOTE_over
9,3,LR,0.1697998215,0.6397243108,SMOTE_over
12,4,LR,0.3927812889,0.7767335004,SMOTE_over
0,0,KNN,0.1934703757,0.646179402,SMOTE_over
3,1,KNN,0.2387101582,0.7205149502,SMOTE_over
6,2,KNN,0.2191791689,0.6756402501,SMOTE_over
9,3,KNN,0.1324264538,0.6467209691,SMOTE_over
12,4,KNN,0.1071093493,0.6129908104,SMOTE_over
0,0,DT,0.1976934175,0.5991486711,SMOTE_over
3,1,DT,0.046738626,0.5670681063,SMOTE_over
6,2,DT,0.1952242882,0.643174027,SMOTE_over
9,3,DT,0.2987030401,0.7114661654,SMOTE_over
12,4,DT,0.0032034722,0.5370718463,SMOTE_over
0,0,SVMR,0.4485850149,0.7676495017,SMOTE_over
3,1,SVMR,0.3198519712,0.771179402,SMOTE_over
6,2,SVMR,0.2684048429,0.6827989514,SMOTE_over
9,3,SVMR,0.2162753514,0.6941311612,SMOTE_over
12,4,SVMR,0.3298462976,0.7149122807,SMOTE_over
0,0,SVML,0.287269552,0.7103405316,SMOTE_over
3,1,SVML,0.3500525485,0.7753322259,SMOTE_over
6,2,SVML,0.3927451894,0.8054043154,SMOTE_over
9,3,SVML,0.2621667372,0.6881787803,SMOTE_over
12,4,SVML,0.428197454,0.7205513784,SMOTE_over
0,0,RF,0.3153575789,0.6387043189,SMOTE_over
3,1,RF,0.3062428087,0.7534260797,SMOTE_over
6,2,RF,0.2055864788,0.6535591853,SMOTE_over
9,3,RF,0.2495332198,0.7597117794,SMOTE_over
12,4,RF,0.3038946217,0.7704678363,SMOTE_over
0,0,XG,0.294437337,0.7095099668,SMOTE_over
3,1,XG,0.2169682591,0.6808554817,SMOTE_over
6,2,XG,0.2740471869,0.7670901391,SMOTE_over
9,3,XG,0.2015032992,0.6355472013,SMOTE_over
12,4,XG,0.013409917,0.6510025063,SMOTE_over
0,0,LR,0.4107435908,0.7429401993,TADA
3,1,LR,0.3388550383,0.7568521595,TADA
6,2,LR,0.2477729763,0.6390401291,TADA
9,3,LR,0.314911919,0.7654553049,TADA
12,4,LR,0.206514436,0.6798245614,TADA
0,0,KNN,0.1606889297,0.6382890365,TADA
3,1,KNN,0.1708862351,0.60589701,TADA
6,2,KNN,0.0901851441,0.6017342206,TADA
9,3,KNN,0.1265877382,0.5204678363,TADA
12,4,KNN,0.206514436,0.660609858,TADA
0,0,DT,0.27394028,0.7058762458,TADA
3,1,DT,0.2031472587,0.6187707641,TADA
6,2,DT,0.372102786,0.7896753378,TADA
9,3,DT,0.1772206542,0.5948203843,TADA
12,4,DT,0.0914746252,0.5664160401,TADA
0,0,SVMR,0.3881130234,0.7612126246,TADA
3,1,SVMR,0.2588625803,0.718230897,TADA
6,2,SVMR,0.3124745322,0.785440613,TADA
9,3,SVMR,0.2440330131,0.6612364244,TADA
12,4,SVMR,0.3141882258,0.7393483709,TADA
0,0,SVML,0.2931036623,0.802948505,TADA
3,1,SVML,0.2879306168,0.7506229236,TADA
6,2,SVML,0.3536914211,0.6650534382,TADA
9,3,SVML,0.3573651237,0.7472848789,TADA
12,4,SVML,0.3729791423,0.7527151211,TADA
0,0,RF,0.1858751779,0.6814784053,TADA
3,1,RF,0.1056715766,0.6554194352,TADA
6,2,RF,0.3684995507,0.7899778181,TADA
9,3,RF,0.3024197539,0.7245196324,TADA
12,4,RF,0.3055367237,0.7270258981,TADA
0,0,XG,0.2610742528,0.6750415282,TADA
3,1,XG,0.226584667,0.7367109635,TADA
6,2,XG,0.2377709916,0.7368421053,TADA
9,3,XG,0.2390578731,0.6274018379,TADA
12,4,XG,0.2081465035,0.6263575606,TADA
0,0,LR,0.158383688,0.7948504983,DEFAULT
3,1,LR,0.212281567,0.8218438538,DEFAULT
6,2,LR,0.2058048825,0.6751361162,DEFAULT
9,3,LR,0.0011826182,0.7218045113,DEFAULT
12,4,LR,0.0450189001,0.7466583124,DEFAULT
0,0,KNN,0.0800923691,0.5758928571,DEFAULT
3,1,KNN,0.0922810161,0.6612333887,DEFAULT
6,2,KNN,0.0753414439,0.6929824561,DEFAULT
9,3,KNN,0.1901182349,0.7471804511,DEFAULT
12,4,KNN,0.3024197539,0.7192982456,DEFAULT
0,0,DT,0,0.6243770764,DEFAULT
3,1,DT,0.2903842563,0.6727574751,DEFAULT
6,2,DT,0.108725947,0.5917523694,DEFAULT
9,3,DT,0.2495332198,0.6653091061,DEFAULT
12,4,DT,0.1902826368,0.7154344194,DEFAULT
0,0,SVMR,0,0.653654485,DEFAULT
3,1,SVMR,0,0.2628737542,DEFAULT
6,2,SVMR,0,0.6563823351,DEFAULT
9,3,SVMR,-0.028757317,0.6532999165,DEFAULT
12,4,SVMR,0.1041144132,0.6940267335,DEFAULT
0,0,SVML,0,0.5431893688,DEFAULT
3,1,SVML,0,0.5456810631,DEFAULT
6,2,SVML,0,0.7406735229,DEFAULT
9,3,SVML,0,0.746449457,DEFAULT
12,4,SVML,0,0.6441102757,DEFAULT
0,0,RF,0.158383688,0.7029692691,DEFAULT
3,1,RF,0.2511415391,0.7317275748,DEFAULT
6,2,RF,0.0753414439,0.7455132083,DEFAULT
9,3,RF,0.2277442471,0.6979949875,DEFAULT
12,4,RF,0.2899525744,0.7786131997,DEFAULT
0,0,XG,0.0793946854,0.532807309,DEFAULT
3,1,XG,0,0.5,DEFAULT
6,2,XG,0.1351362406,0.7275660415,DEFAULT
9,3,XG,0.2492648914,0.7185672515,DEFAULT
12,4,XG,0.047191229,0.5318504595,DEFAULT
0,0,LR,0.2579533586,0.7753322259,ADASYN_over
3,1,LR,0.2684519085,0.7477159468,ADASYN_over
6,2,LR,0.1540829691,0.6583988707,ADASYN_over
9,3,LR,0.3115558743,0.72786132,ADASYN_over
12,4,LR,0.2824880646,0.730994152,ADASYN_over
0,0,KNN,0.2328643806,0.6317483389,ADASYN_over
3,1,KNN,0.1324272198,0.6158637874,ADASYN_over
6,2,KNN,0.1164389753,0.643174027,ADASYN_over
9,3,KNN,0.176467815,0.6503759398,ADASYN_over
12,4,KNN,-0.0044906773,0.5726817043,ADASYN_over
0,0,DT,0.0842383517,0.5594892027,ADASYN_over
3,1,DT,0.2227309875,0.6487749169,ADASYN_over
6,2,DT,0.0860369142,0.5639241783,ADASYN_over
9,3,DT,0.1856972636,0.6228070175,ADASYN_over
12,4,DT,-0.0226518869,0.4586466165,ADASYN_over
0,0,SVMR,0.1921833774,0.7117940199,ADASYN_over
3,1,SVMR,0.3328105168,0.7919435216,ADASYN_over
6,2,SVMR,0.2779236675,0.7920951805,ADASYN_over
9,3,SVMR,0.2870555061,0.7591896408,ADASYN_over
12,4,SVMR,0.2164133033,0.611946533,ADASYN_over
0,0,SVML,0.1921833774,0.6781561462,ADASYN_over
3,1,SVML,0.345507503,0.7799003322,ADASYN_over
6,2,SVML,0.3062410822,0.7608388788,ADASYN_over
9,3,SVML,0.3344780347,0.7710944027,ADASYN_over
12,4,SVML,0.3320224936,0.7903091061,ADASYN_over
0,0,RF,0.2562741031,0.6988164452,ADASYN_over
3,1,RF,0.0576390418,0.5838870432,ADASYN_over
6,2,RF,0.2588074209,0.7385561605,ADASYN_over
9,3,RF,-0.0076532943,0.6129908104,ADASYN_over
12,4,RF,0.369871393,0.7413324979,ADASYN_over
0,0,XG,0.186035257,0.7234219269,ADASYN_over
3,1,XG,0.2159807659,0.7026578073,ADASYN_over
6,2,XG,0.0719428571,0.6227061908,ADASYN_over
9,3,XG,0.2603496289,0.7414369256,ADASYN_over
12,4,XG,0.1234870661,0.5954469507,ADASYN_over
0,0,LR,0.2939726793,0.7547757475,ADASYN_both
3,1,LR,0.2684519085,0.7551910299,ADASYN_both
6,2,LR,0.4121401639,0.809235733,ADASYN_both
9,3,LR,0.1343803027,0.6134085213,ADASYN_both
12,4,LR,0.3252522901,0.7560568087,ADASYN_both
0,0,KNN,0.2528090484,0.709198505,ADASYN_both
3,1,KNN,0.1769607065,0.6883305648,ADASYN_both
6,2,KNN,0.1639866161,0.6590038314,ADASYN_both
9,3,KNN,0.2033477295,0.671679198,ADASYN_both
12,4,KNN,0.1092456844,0.6058897243,ADASYN_both
0,0,DT,0.1199852335,0.5941652824,ADASYN_both
3,1,DT,0.0586629059,0.5411129568,ADASYN_both
6,2,DT,0.0184640422,0.5698729583,ADASYN_both
9,3,DT,0.0831302494,0.5904344194,ADASYN_both
